location	score
10.0	"[[ 0.39966498  0.39966498 -0.09108606 -0.09271703 -0.13849654 -0.13957164
  -1.         -1.         -1.         -1.        ]
 [-0.0770887  -0.13822077 -0.14420032 -0.15334402 -0.20136987 -0.20395042
  -1.         -1.         -1.         -1.        ]
 [ 0.07034623  0.07034623  0.00302312 -0.02923121 -0.02923121 -0.02938449
  -0.05127937 -0.0553748  -0.08124874 -0.08124874]
 [ 0.39966498  0.39966498 -0.09108606 -0.09271703 -0.13849654 -0.13957164
  -1.         -1.         -1.         -1.        ]
 [ 0.30905694  0.24659146 -0.02930259 -0.02930259 -0.07013851 -0.08129683
  -0.16248194 -1.         -1.         -1.        ]
 [ 0.27554913  0.27526399  0.27346492 -0.01114956 -0.01114956 -0.07044113
  -0.09411199 -0.13864439 -1.         -1.        ]
 [ 0.33603415  0.32708801  0.25543039  0.25543039  0.04910717  0.03291757
   0.02602011  0.02602011 -1.         -1.        ]
 [ 0.05214292  0.05214292  0.03280859  0.02257173 -0.01851324 -0.01851324
  -0.05903744 -0.07503287 -0.08703743 -0.08703743]
 [ 0.40295667  0.40295667  0.07365122 -0.00532701 -0.00532701 -0.05296698
  -0.05296698 -0.10282155 -0.12365476 -0.21627016]
 [ 0.29596269  0.28809779  0.15793588  0.15470623  0.00786714 -0.02006984
  -0.02006984 -0.10857063 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
14.0	"[[ 0.15504864  0.15416251  0.09794727  0.09323568  0.07106799 -0.01705995
  -0.0724159  -0.0724159  -0.10819071 -0.12755783]
 [ 0.41517014  0.41517014  0.27003868  0.27003868  0.10693006  0.10693006
  -0.02190566 -0.0514325  -0.05831515 -0.05831515]
 [-0.04328609 -0.04328609 -0.09420018 -0.09509621 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.49475501  0.46994932  0.2694076   0.2694076   0.04890969  0.04890969
  -1.         -1.         -1.         -1.        ]
 [ 0.12767146  0.12471374  0.12233328  0.11761571  0.08846879  0.07648168
   0.02687386  0.02417805  0.02334339  0.02054487]
 [ 0.17309558  0.17309558  0.15395236  0.15395236  0.1228232   0.1228232
   0.09696984  0.08671992  0.08389567  0.08389567]
 [ 0.41630525  0.41630525  0.04558987  0.00898366 -0.0047334  -0.00774638
  -1.         -1.         -1.         -1.        ]
 [-0.01235623 -0.01914132 -0.04993295 -0.0759831  -0.1915909  -0.1915909
  -0.27769626 -0.27769626 -1.         -1.        ]
 [ 0.54277056  0.29708765  0.29708765  0.03442432  0.03442432 -0.00927793
  -0.01533292 -1.         -1.         -1.        ]
 [ 0.03162832  0.03162832 -0.0323427  -0.03719349 -0.09056358 -0.09056358
  -0.15353707 -1.         -1.         -1.        ]
 [ 0.32595641  0.31882834  0.08148918  0.08148918  0.0355717   0.0355717
   0.03427962  0.02807966  0.02807966 -1.        ]
 [ 0.41630525  0.41630525  0.04558987  0.00898366 -0.0047334  -0.00774638
  -1.         -1.         -1.         -1.        ]
 [ 0.56554617  0.52017561  0.16913195  0.13645954  0.13639701  0.13639701
   0.04051851  0.04051851  0.03036746  0.02290741]
 [ 0.27050214  0.14331494  0.04023255  0.04023255  0.03088129  0.03088129
   0.01512886 -0.03765802 -0.06373632 -0.06373632]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
11.0	"[[ 5.75504032e-01  5.75504032e-01  1.52379379e-01  1.52379379e-01
   1.12977355e-01  1.12977355e-01 -4.30354104e-02 -4.30354104e-02
  -5.99122399e-02 -5.99122399e-02]
 [-4.58953604e-02 -4.58953604e-02 -6.38902271e-02 -7.14123783e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.10438927e-01  4.08148904e-01  3.90803399e-01  3.87811416e-01
  -5.97516293e-02 -1.42168223e-01 -1.47565861e-01 -1.47565861e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 4.63374833e-01  4.62703445e-01  4.41453302e-01  6.72857768e-02
   5.59550814e-02 -1.27573435e-01 -1.27646045e-01 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.88686000e-01  4.63558942e-01  1.84629038e-01  1.52671760e-01
  -3.64868032e-02 -3.64868032e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.62228000e-01  2.49129285e-01  2.14435311e-01  1.65152047e-01
  -1.57199119e-03 -5.05580791e-02 -8.23799292e-02 -9.00056191e-02
  -1.31481294e-01 -1.37034355e-01]
 [ 2.24239894e-01  1.71054952e-01  6.51693779e-02  6.42808703e-02
   2.27953111e-02 -8.69000574e-04 -2.90033434e-03 -2.82179997e-02
  -2.82179997e-02 -4.26730470e-02]
 [ 2.45777064e-01  2.45777064e-01  2.42925862e-01  2.18238483e-01
   6.67721488e-02  4.25691309e-02  3.80094798e-02  3.80094798e-02
   2.24168306e-02  9.21474562e-03]
 [ 2.61460482e-01  2.61460482e-01  1.96169977e-01  1.64693107e-01
   7.74879678e-02  7.74879678e-02 -2.45513241e-03 -9.42909643e-03
  -9.98724623e-02 -9.98724623e-02]
 [ 4.02543021e-01  4.02543021e-01  8.24029388e-03  8.24029388e-03
  -5.79323469e-02 -5.79560005e-02 -7.55308842e-02 -7.55308842e-02
  -1.76842123e-01 -2.81603145e-01]
 [ 3.89949911e-01  2.93172353e-01  2.83628960e-01  2.19005022e-01
   2.15025085e-01  8.67621100e-02 -3.15105372e-02 -3.15105372e-02
  -7.84072332e-02 -7.84072332e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
17.0	"[[ 0.66077932  0.52950739  0.3682291   0.06599624  0.06291791  0.05717607
   0.04502377  0.02187032  0.02127175  0.00887089]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.13631297  0.06659697  0.0626635   0.03909996  0.03689564  0.03510011
   0.0081657  -0.00776927 -0.02925497 -0.03722199]
 [ 0.30804612  0.29659159  0.29659159  0.23121256  0.10367576  0.10367576
  -1.         -1.         -1.         -1.        ]
 [ 0.53378417  0.53378417  0.22850573  0.22850573  0.1347812   0.1347812
   0.09507093  0.09507093 -0.00816259 -0.00816259]
 [ 0.46902313  0.34096448  0.33876883  0.25997471  0.16249665  0.16249665
   0.13028967  0.08979336  0.0715911   0.06924591]
 [ 0.44864441  0.43306201  0.15610715  0.14408171 -0.05617634 -0.05617634
  -0.07999904 -0.08624887 -1.         -1.        ]
 [ 0.17946516  0.17595817  0.17363669  0.1665829   0.16102341  0.16102341
   0.142823    0.142823    0.13606595  0.13287391]
 [ 0.44174747  0.44174747  0.16405168  0.16405168  0.08981585  0.08981585
  -0.03288765 -0.03288765 -0.047973   -0.047973  ]
 [ 0.29652665 -0.03192503 -0.0611453  -0.06336274 -0.06336274 -0.06492802
  -0.1144119  -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.66077932  0.52950739  0.3682291   0.06599624  0.06291791  0.05717607
   0.04502377  0.02187032  0.02127175  0.00887089]
 [ 0.38630192  0.37822515  0.05197199  0.02797417  0.02797417  0.00293829
  -1.         -1.         -1.         -1.        ]
 [ 0.65447885  0.65447885  0.16402715  0.130081    0.00995317 -0.00128443
  -0.01056474 -0.06941749 -0.07751775 -0.08644515]
 [ 0.28858193  0.28858193  0.25646181  0.23923224 -0.02645093 -0.03445354
  -1.         -1.         -1.         -1.        ]
 [ 0.26342723  0.23572832  0.23051807  0.21254552  0.1200823  -0.03219574
  -0.03219574 -0.08220322 -0.08724837 -0.1187966 ]
 [ 0.51930387  0.50881744  0.32543035  0.32436707  0.1273874   0.12265386
   0.11929888  0.09212222 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
13.0	"[[-9.46015052e-02 -9.46015052e-02 -1.22889728e-01 -1.45530877e-01
  -1.50722819e-01 -1.65567264e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.02916729e-01  3.01154603e-01  2.95170043e-01  2.73043131e-01
   2.45695414e-01  5.66921779e-02  5.66921779e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.01254515e-01  4.64269109e-01  4.62826158e-01  3.78953156e-01
   3.77818038e-01  2.21450079e-01  2.14853406e-01  1.73309136e-01
  -2.27837458e-02 -2.27837458e-02]
 [ 3.16855027e-02  3.16855027e-02 -5.48155083e-02 -5.48155083e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.98397400e-01  3.98397400e-01  3.50516724e-01  3.50516724e-01
   9.08375334e-02  9.08375334e-02  1.20188963e-02  1.20188963e-02
   7.86711130e-03  7.86711130e-03]
 [ 4.86377168e-01  4.53386808e-01  4.33738466e-01  4.13440721e-01
   1.04289623e-01  3.51081657e-02  3.51081657e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.34599144e-01  1.18854677e-01  9.82233006e-02  7.50002545e-02
   7.50002545e-02 -2.39868136e-03 -2.39868136e-03 -2.55350212e-02
  -8.87436119e-02 -1.23431392e-01]
 [ 9.12951831e-02  8.50164480e-02 -1.51391364e-01 -1.54773648e-01
  -1.54773648e-01 -1.75326347e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.98397400e-01  3.98397400e-01  3.50516724e-01  3.50516724e-01
   9.08375334e-02  9.08375334e-02  1.20188963e-02  1.20188963e-02
   7.86711130e-03  7.86711130e-03]
 [ 1.14766223e-01  6.85143414e-02 -6.91656466e-04 -3.13653639e-03
  -3.13653639e-03 -3.56329301e-03 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.97970810e-01  2.94963650e-01  2.94963650e-01 -4.44836972e-02
  -4.44836972e-02 -7.10377111e-02 -7.10377111e-02 -1.25844442e-01
  -1.31832632e-01 -1.74123407e-01]
 [ 5.27058292e-01  4.91577351e-01  3.91888308e-01  2.75220577e-01
   1.39631872e-01 -3.35923307e-02 -3.35923307e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.83248656e-01  4.75932460e-01  2.33435546e-01  2.20185943e-01
   1.62429119e-01 -5.09443535e-02 -5.09443535e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
17.0	"[[ 0.48316219  0.28386716  0.23531856 -0.0770511  -0.0770511  -0.09813292
  -0.09813292 -1.         -1.         -1.        ]
 [ 0.20084068  0.15617339 -0.04874718 -0.04874718 -0.05620692 -0.08250462
  -1.         -1.         -1.         -1.        ]
 [ 0.2788578   0.25545752  0.11493875  0.100527    0.0342921   0.02684334
   0.01809186  0.01809186 -1.         -1.        ]
 [ 0.46169006  0.46169006  0.00896547 -0.02593625 -0.03968865 -0.04673568
  -1.         -1.         -1.         -1.        ]
 [ 0.47569613  0.25583265  0.25578711  0.1154452   0.06577087  0.00955537
  -0.03499247 -0.03499247 -0.0635986  -1.        ]
 [ 0.48392204  0.48392204  0.1054091   0.08752166  0.081869    0.00650525
   0.00650525 -0.01520677 -0.01520677 -0.15563585]
 [ 0.34594397  0.32666117  0.06812785  0.05917711 -0.0554856  -0.0554856
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.60971186  0.60971186  0.46723372  0.46723372  0.06595037  0.00682082
  -0.01643491 -0.01643491 -0.11598618 -0.14407121]
 [ 0.4203199   0.38199288  0.11809762  0.10169513 -0.06738043 -0.06738043
  -0.06747857 -0.06747857 -1.         -1.        ]
 [ 0.52842412  0.52842412  0.43118847  0.43118847  0.12592202  0.12592202
   0.10711356  0.10711356 -0.09557359 -0.09557359]
 [ 0.4728417   0.4728417   0.3921992   0.3921992   0.060097    0.03456713
  -0.01178657 -0.01178657 -1.         -1.        ]
 [ 0.57495826  0.57495826  0.3475854   0.34512141  0.24559442  0.22913375
  -0.01260073 -0.01260073 -1.         -1.        ]
 [ 0.52842412  0.52842412  0.43118847  0.43118847  0.12592202  0.12592202
   0.10711356  0.10711356 -0.09557359 -0.09557359]
 [ 0.2751681   0.23629842  0.22952421  0.09531399  0.08699507 -0.0582804
  -0.0766099  -0.0766099  -0.0934599  -1.        ]
 [ 0.56100601  0.46763304  0.02563284  0.00352109 -0.07512062 -0.07512062
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
9.0	"[[ 4.63651897e-01  4.63651897e-01  5.61915407e-02  4.69834566e-02
  -2.71690106e-03 -4.65421879e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.25102323e-01  2.98279336e-01  2.49443126e-01  5.81783188e-02
   5.54958978e-02  4.31745822e-02 -5.23375401e-02 -5.36213988e-02
  -1.29643849e-01 -1.46457000e-01]
 [ 3.93891436e-01  3.93891436e-01  1.64751430e-01  5.42570442e-03
   5.42570442e-03 -2.94834212e-04 -2.94834212e-04 -1.72570366e-01
  -1.92812642e-01 -2.15907803e-01]
 [ 2.36456740e-01  2.32716543e-01 -3.98037678e-02 -3.98037678e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.78771439e-01  1.75584865e-01  1.60414904e-01  1.60414904e-01
   1.58269573e-02  1.58269573e-02 -9.30661065e-02 -9.36066879e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 3.83099447e-01  3.83099447e-01  2.23644187e-01  2.23644187e-01
   1.28445832e-01  1.28445832e-01 -8.38767937e-02 -8.38767937e-02
  -9.23256234e-02 -9.99495428e-02]
 [ 3.03116715e-01  3.91872059e-02  2.97085891e-02 -1.05876673e-01
  -1.05876673e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.94730101e-01  2.94730101e-01 -3.39441073e-02 -3.46187110e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
5.0	"[[ 0.13048504  0.13048504  0.00227519 -0.00451103 -0.00849689 -0.03754812
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.24415271  0.22908642  0.22524374  0.20922071  0.07209292  0.05427517
   0.01675346  0.0166273  -0.05102678 -0.05102678]
 [ 0.17810513  0.17350631  0.14953938  0.14439221  0.11923928  0.10725719
   0.10143302  0.09858478  0.09282424  0.09073371]
 [ 0.4509993   0.4509993   0.32982223  0.32491194  0.30019548  0.30019548
   0.26439487  0.26404612  0.20259174  0.20259174]
 [ 0.06113981  0.06113981 -0.01785912 -0.01785912 -0.05665165 -0.05665165
  -0.0567806  -0.0567806  -0.08929737 -0.08929737]
 [ 0.11046932  0.10852794  0.06610992  0.06610992  0.04664039  0.0331091
   0.01846258  0.01846258 -0.02087489 -0.02087489]
 [ 0.21184139  0.20817441  0.04507447  0.03759557 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
7.0	"[[ 0.31761248  0.28135934  0.15843744  0.15699577 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.31998006  0.31236893  0.31051166  0.30130441  0.29555968  0.13140158
   0.11366141 -0.03135108 -0.03135108 -1.        ]
 [ 0.2871392   0.2871392   0.06245501  0.02483252  0.02483252 -0.01751122
  -0.02141724 -0.07423931 -0.07423931 -0.07805968]
 [ 0.04341483  0.04341483 -0.0055222  -0.02305084 -0.02500067 -0.03755163
  -0.03755163 -0.10917458 -0.13032347 -1.        ]
 [ 0.21478448  0.21478448  0.04691228  0.0329386  -0.01581143 -0.01581143
  -0.0250214  -0.0250214  -0.17470345 -0.21316725]
 [ 0.23888983  0.23888983  0.03902972  0.03554624  0.01355585 -0.02797541
  -0.02797541 -1.         -1.         -1.        ]
 [ 0.29932041  0.27952679  0.19765155  0.18958911  0.05007007  0.05007007
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
17.0	"[[ 0.33167134  0.33147808  0.21326365  0.00497562  0.00497562 -0.01762072
  -0.03321495 -0.14580929 -0.14583851 -1.        ]
 [ 0.36342839  0.21966365  0.20777093  0.10868324  0.10667278  0.0069237
   0.0069237   0.00478239  0.00387088 -1.        ]
 [ 0.32101156  0.24375248  0.22093558  0.22093558  0.202979    0.202979
   0.18866027  0.13800611  0.13800611  0.09363529]
 [ 0.18347874  0.18347874  0.15928721  0.13519509  0.11073747 -0.03250677
  -0.03250677 -0.03942612 -0.05352064 -1.        ]
 [ 0.50176456  0.50176456  0.28771742  0.28771742  0.26484925  0.26484925
   0.0556738   0.0556738  -0.0700976  -0.0700976 ]
 [ 0.16513239  0.16144771  0.1045552   0.04781036  0.03088849  0.01615225
   0.01615225 -0.0338407  -0.04226896 -0.07822029]
 [ 0.4404425   0.4404425   0.13984679  0.13984679  0.10959432  0.10959432
  -0.0821597  -0.0821597  -0.08815502 -0.08815502]
 [ 0.34718192  0.31326729  0.2803808   0.26392743  0.25822581 -0.10003658
  -0.13157425 -0.13807406 -0.13960342 -1.        ]
 [ 0.39573788  0.39573788 -0.03306489 -0.03306489 -0.09371343 -0.09371343
  -0.21175751 -0.21175751 -0.2318598  -0.26479415]
 [ 0.4404425   0.4404425   0.13984679  0.13984679  0.10959432  0.10959432
  -0.0821597  -0.0821597  -0.08815502 -0.08815502]
 [ 0.35634151  0.34705566  0.10042794  0.10042794 -0.0947053  -0.0947053
  -0.10627346 -0.14910449 -1.         -1.        ]
 [ 0.28558202  0.27059285  0.04449528  0.00317411 -0.0747904  -0.0747904
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.49140912  0.39159377  0.23275377  0.08551166  0.06156643 -0.03135779
  -0.03540398 -0.038246   -0.04670167 -0.04903073]
 [ 0.20230433  0.20230433  0.03637163  0.03637163 -0.02444046 -0.02444046
  -0.07900207 -0.15140832 -1.         -1.        ]
 [ 0.33702921  0.33702921 -0.0778064  -0.08822995 -0.13097149 -0.13145182
  -1.         -1.         -1.         -1.        ]
 [ 0.40063024  0.38930352  0.38800649  0.38051115 -0.14575672 -0.14575672
  -0.19620046 -0.20475833 -0.20583338 -0.23863591]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.43035207  0.43035207  0.03940129  0.03940129 -0.00938373 -0.00938373
  -0.0196308  -0.0196308  -0.0699107  -0.0699107 ]
 [ 0.21979931  0.21670843 -0.01441932 -0.01894436 -0.03021695 -0.03021695
  -0.13019297 -0.13019297 -1.         -1.        ]
 [ 0.37511048  0.37511048  0.05558477  0.05558477 -0.00922974 -0.03861729
  -0.11946113 -0.11946113 -0.22720408 -0.27745185]
 [ 0.43860761  0.31512124  0.28273387  0.0299093  -0.0309484  -0.11501558
  -0.11501558 -0.1569698  -0.22357668 -0.22372239]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
17.0	"[[ 4.22217849e-01  3.93683547e-01  2.70171597e-01  1.19955390e-01
   1.04335911e-01  7.05146730e-02  2.49241928e-02  2.45520392e-02
   2.00157249e-02  1.76953776e-02]
 [ 3.18138161e-01  3.09011165e-01 -6.34600525e-02 -6.34600525e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.19006155e-01  4.76874206e-01  4.33905440e-01  3.60131595e-01
   1.20277636e-01  3.22151277e-02 -4.52110136e-02 -5.15581232e-02
  -5.77464014e-02 -5.92403918e-02]
 [ 2.50074197e-01  2.50074197e-01  1.07626942e-02  1.07626942e-02
  -2.93561336e-02 -2.93561336e-02 -5.52364650e-02 -5.52364650e-02
  -5.84629802e-02 -6.03839338e-02]
 [ 3.16068298e-01  1.83357667e-01  1.83357667e-01  9.56272477e-02
  -7.47912326e-02 -7.47912326e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.53315939e-01  4.22583569e-01  3.49471622e-01  3.00883927e-01
   2.76669094e-01  2.43860163e-01  1.88850667e-01  1.80272588e-01
   1.80272588e-01  1.22067124e-01]
 [ 4.66091308e-01  4.66091308e-01  7.15102376e-02  7.04684202e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.24017527e-01  6.33688206e-02  6.33688206e-02  1.30766969e-02
  -2.13770472e-03 -8.34942947e-02 -8.34942947e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.71985706e-01  4.71115797e-01  4.69778102e-01  4.68903646e-01
   1.12234239e-01  1.10651505e-01  1.02893832e-01  2.42780035e-02
   1.99343437e-02 -1.03072458e-01]
 [ 3.44831260e-01  3.44831260e-01  3.22695240e-02  3.22695240e-02
   2.87646722e-02  2.87646722e-02  1.86868393e-02  1.86868393e-02
  -1.19030630e-02 -1.19030630e-02]
 [ 4.75379512e-01  4.07275199e-01  1.15590824e-01  6.21899505e-02
   5.64723274e-02  2.14297026e-02 -5.05057110e-02 -6.82840252e-02
  -1.68056826e-01 -1.68056826e-01]
 [ 4.36209507e-01  4.12719107e-01  3.74021915e-01  1.82073764e-02
  -8.31083829e-03 -2.92044040e-02 -4.33836177e-02 -7.83628474e-02
  -7.83628474e-02 -1.00000000e+00]
 [ 4.19718892e-01  4.00901017e-01  3.74473098e-01  2.97687871e-01
   2.84881482e-01  7.08604972e-04 -2.02852132e-02 -9.78057431e-02
  -9.78057431e-02 -1.66058581e-01]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.72946441e-01  2.72946441e-01  1.03980445e-01  1.03980445e-01
  -9.51502894e-03 -9.51502894e-03 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.88898557e-01  2.88898557e-01  1.84216655e-01  1.84216655e-01
   1.80530569e-01  1.80530569e-01 -4.72319816e-02 -5.77783659e-02
  -1.03136424e-01 -1.03136424e-01]
 [ 5.49615975e-01  2.83647950e-01  2.76873998e-01  2.57788467e-01
   2.67843202e-03 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.13093576e-01  4.13093576e-01  6.86510646e-02  6.86510646e-02
  -3.45261441e-02 -3.45261441e-02 -5.94118903e-02 -5.94118903e-02
  -9.38467506e-02 -9.38467506e-02]
 [ 3.07097924e-01  2.40341608e-01  2.09844933e-01  4.78027196e-02
   3.93690787e-02 -3.59473786e-03 -9.63838059e-03 -2.98924813e-02
  -1.28642826e-01 -1.28642826e-01]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
13.0	"[[ 0.15699692  0.05158601 -0.0342841  -0.0342841  -0.15681759 -0.18559194
  -1.         -1.         -1.         -1.        ]
 [ 0.64450031  0.6375518   0.32688209  0.27193739 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.39626875  0.39626875  0.29543612  0.29543612  0.19404429  0.19404429
   0.13072419  0.13072419 -0.03578234 -0.06667437]
 [ 0.29342643  0.29342643 -0.06947466 -0.07184429 -0.14833211 -0.14833211
  -1.         -1.         -1.         -1.        ]
 [ 0.51129304  0.51129304  0.3966196   0.3966196   0.25778467  0.25778467
   0.12410263  0.12410263 -0.05344955 -0.05344955]
 [ 0.2671382   0.2671382   0.10712871  0.10712871 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.7871351   0.7871351   0.10730074  0.10730074 -0.02882529 -0.02882529
  -1.         -1.         -1.         -1.        ]
 [ 0.44245461  0.44245461  0.13675986  0.13675986  0.13354019  0.13354019
  -0.05943002 -0.05943002 -0.0617845  -0.0617845 ]
 [ 0.6644593   0.65279696  0.30390439  0.29581411  0.09401653 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.71488504  0.67316897  0.36002507  0.31414384  0.31349113  0.31349113
   0.24897789  0.20145284  0.1952165   0.14746336]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.39626875  0.39626875  0.29543612  0.29543612  0.19404429  0.19404429
   0.13072419  0.13072419 -0.03578234 -0.06667437]
 [ 0.41839952  0.36907046  0.21971861  0.21971861 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
7.0	"[[ 0.33173574  0.33173574  0.24205359  0.24205359  0.18428633  0.18047766
  -0.07560416 -0.07560416 -1.         -1.        ]
 [ 0.13099762  0.13099762  0.04714685 -0.03457786 -0.03457786 -0.0367733
  -0.04124494 -0.05207224 -0.06538871 -0.06538871]
 [ 0.14034829  0.14034829  0.00154848 -0.01756073 -0.11146811 -0.11146811
  -1.         -1.         -1.         -1.        ]
 [ 0.21549898  0.15540434 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.34560445  0.29539878  0.28343465  0.26501742  0.19569299  0.12116644
   0.12116644  0.11196819  0.04595142  0.04595142]
 [ 0.25455511  0.22279002  0.04355391  0.038413    0.03495712 -0.00357292
  -0.07228419 -1.         -1.         -1.        ]
 [ 0.20563065  0.2048445   0.08946983  0.06602472  0.00288798 -0.00919844
  -0.01255761 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
